,isbuyer,buy_freq,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,y_buy
151,0,NA,2,0,72.20834,0,-50.1789,86,86,0,1,171,1399,0
152,0,NA,1,0,0,0,0,28,28,0,0,101,218,0
153,0,NA,1,0,0,0,0,49,49,0,0,164,606,0
154,0,NA,1,0,0,0,0,110,110,0,0,86,567,0
155,0,NA,1,0,0,0,0,137,137,0,0,22,133,0
156,0,NA,1,0,0,0,0,166,166,0,0,1,16,0
157,0,NA,1,0,0,0,0,8,8,0,0,-1,14,0
158,0,NA,1,0,0,0,0,7,7,0,0,7,49,0
159,0,NA,1,0,0,0,0,2,2,0,0,48,217,0
160,0,NA,1,0,0,0,0,10,10,0,0,21,85,0
161,0,NA,2,0,0.0833333,0,-4.065508,4,4,0,1,48,116,0
162,0,NA,1,0,0,0,0,7,7,0,0,131,890,0
163,0,NA,1,0,0,0,0,35,35,0,0,91,4290,0
164,0,NA,2,0,12.66667,0,-0.6122917,6,6,0,1,27,85,0
165,0,NA,9,0,8.770833,0,1.248725,6,6,0,1,158,1609,0
166,0,NA,1,0,0,0,0,168,168,0,0,21,91,0
167,0,NA,1,0,0,0,0,39,39,0,0,174,951,0
168,1,2,11,36.04167,17.46667,2.187187,8.670142,7,7,1,1,189,1008,1
169,0,NA,2,0,26.25,0,-112.6466,125,125,0,1,69,306,0
170,0,NA,1,0,0,0,0,109,109,0,0,24,437,0
171,0,NA,1,0,0,0,0,124,124,0,0,170,1354,0
172,0,NA,1,0,0,0,0,104,104,0,0,57,185,0
173,0,NA,1,0,0,0,0,0,0,0,0,124,186,0
174,0,NA,1,0,0,0,0,12,12,0,0,15,44,0
175,0,NA,1,0,0,0,0,163,163,0,0,175,1999,0
176,0,NA,1,0,0,0,0,41,41,0,0,72,238,0
177,0,NA,1,0,0,0,0,75,75,0,0,25,74,0
178,0,NA,1,0,0,0,0,43,43,0,0,170,672,0
179,0,NA,1,0,0,0,0,40,40,0,0,70,208,0
180,0,NA,1,0,0,0,0,1,1,0,0,3,57,0
181,0,NA,3,0,8.541667,0,-32.97184,38,38,0,1,63,479,0
182,0,NA,1,0,0,0,0,39,39,0,0,46,157,0
183,0,NA,1,0,0,0,0,30,30,0,0,78,199,0
184,0,NA,1,0,0,0,0,158,158,0,0,62,986,0
185,0,NA,2,0,1,0,-72.36922,72,72,0,1,122,525,0
186,0,NA,1,0,0,0,0,9,9,0,0,81,194,0
187,0,NA,1,0,0,0,0,11,11,0,0,93,227,0
188,0,NA,1,0,0,0,0,52,52,0,0,116,594,0
189,0,NA,1,0,0,0,0,173,173,0,0,98,383,0
190,0,NA,1,0,0,0,0,78,78,0,0,169,1169,0
191,1,1,3,0,4.979167,0,-74.80238,78,78,0,1,177,1003,0
192,0,NA,1,0,0,0,0,52,52,0,0,28,108,0
193,0,NA,1,0,0,0,0,40,40,0,0,124,243,0
194,0,NA,1,0,0,0,0,103,103,0,0,53,114,0
195,0,NA,3,0,63.91667,0,-0.5025806,43,43,0,1,169,1005,0
196,0,NA,1,0,0,0,0,50,50,0,0,35,90,0
197,0,NA,1,0,0,0,0,7,7,0,0,17,60,0
198,0,NA,2,0,25.54167,0,-16.69888,29,29,0,1,45,148,0
199,0,NA,1,0,0,0,0,7,7,0,0,40,95,0
200,1,1,8,0,10.10119,0,-32.27707,41,41,0,1,162,2347,0
201,0,NA,1,0,0,0,0,51,51,0,0,102,191,0
202,0,NA,1,0,0,0,0,0,0,0,0,51,433,0
203,0,NA,1,0,0,0,0,84,84,0,0,90,453,0
204,0,NA,3,0,57.9375,0,3.837013,34,34,0,1,0,201,0
205,0,NA,1,0,0,0,0,16,16,0,0,56,244,0
206,0,NA,1,0,0,0,0,51,51,0,0,3,2953,0
207,0,NA,1,0,0,0,0,123,123,0,0,47,123,0
208,0,NA,1,0,0,0,0,22,22,0,0,93,624,0
209,0,NA,1,0,0,0,0,175,175,0,0,162,1502,0
210,0,NA,1,0,0,0,0,26,26,0,0,41,132,0
211,0,NA,1,0,0,0,0,29,29,0,0,67,355,0
212,0,NA,1,0,0,0,0,21,21,0,0,10,39,0
213,0,NA,1,0,0,0,0,131,131,0,0,56,963,0
214,0,NA,3,0,6.125,0,-17.91035,21,21,0,1,31,79,0
215,0,NA,1,0,0,0,0,169,169,0,0,168,1584,0
216,0,NA,1,0,0,0,0,136,136,0,0,55,2351,0
217,0,NA,3,0,65.5625,0,-5.307883,49,49,0,1,82,175,0
218,0,NA,2,0,8.375,0,-10.4161,14,14,0,1,43,77,0
219,0,NA,5,0,0.7291667,0,-1.833633,2,2,0,1,18,226,0
220,0,NA,1,0,0,0,0,28,28,0,0,165,2018,0
221,1,1,11,0,9.966666,0,7.80571,1,1,0,1,45,218,0
222,0,NA,3,0,19.52083,0,-68.08931,81,81,0,1,94,506,0
223,0,NA,5,0,3.708333,0,0.7837167,2,2,0,1,6,42,0
224,0,NA,1,0,0,0,0,132,132,0,0,160,1517,0
225,0,NA,5,0,7.052083,0,4.612058,1,1,0,1,16,61,0
226,0,NA,2,0,23.5,0,-132.631,144,144,0,1,126,1243,0
227,0,NA,1,0,0,0,0,6,6,0,0,9,23,0
228,0,NA,1,0,0,0,0,63,63,0,0,161,288,0
229,1,1,7,0,22.56944,0,5.355205,13,13,0,1,164,4107,0
230,0,NA,1,0,0,0,0,63,63,0,0,152,1903,0
231,0,NA,1,0,0,0,0,18,18,0,0,8,57,0
232,0,NA,4,0,57.33333,0,32.00622,10,10,0,1,168,412,0
233,0,NA,2,0,7.916667,0,-175.4709,179,179,0,1,131,659,0
234,1,1,3,0,0.8541667,0,-59.41595,59,59,0,1,48,963,0
235,0,NA,1,0,0,0,0,1,1,0,0,174,406,0
236,0,NA,6,0,12.83333,0,6.620336,4,4,0,1,28,137,0
237,0,NA,1,0,0,0,0,51,51,0,0,41,231,0
238,0,NA,1,0,0,0,0,131,131,0,0,85,275,0
239,0,NA,1,0,0,0,0,103,103,0,0,161,478,0
240,0,NA,2,0,13.79167,0,3.579133,3,3,0,1,11,185,0
241,0,NA,1,0,0,0,0,17,17,0,0,6,33,0
242,0,NA,3,0,10.9375,0,5.963517,1,1,0,1,19,68,0
243,0,NA,2,0,43.45833,0,6.966887,14,14,0,1,59,198,0
244,0,NA,1,0,0,0,0,135,135,0,0,176,1352,0
245,0,NA,1,0,0,0,0,8,8,0,0,81,142,0
246,0,NA,1,0,0,0,0,108,108,0,0,37,14,0
247,0,NA,1,0,0,0,0,7,7,0,0,97,229,0
248,0,NA,1,0,0,0,0,13,13,0,0,114,352,0
249,0,NA,1,0,0,0,0,110,110,0,0,187,516,0
250,0,NA,1,0,0,0,0,34,34,0,0,61,163,0
251,0,NA,1,0,0,0,0,34,34,0,0,33,94,0
252,0,NA,1,0,0,0,0,27,27,0,0,63,237,0
253,0,NA,1,0,0,0,0,168,168,0,0,114,5942,0
254,0,NA,2,0,0.7083333,0,-41.7522,42,42,0,1,115,218,0
255,0,NA,1,0,0,0,0,167,167,0,0,81,1399,0
256,0,NA,1,0,0,0,0,42,42,0,0,10,35,0
257,0,NA,1,0,0,0,0,7,7,0,0,71,234,0
258,0,NA,1,0,0,0,0,158,158,0,0,123,404,0
259,0,NA,1,0,0,0,0,44,44,0,0,165,1754,0
260,0,NA,1,0,0,0,0,91,91,0,0,55,464,0
261,0,NA,1,0,0,0,0,43,43,0,0,30,410,0
262,0,NA,1,0,0,0,0,8,8,0,0,27,70,0
263,0,NA,1,0,0,0,0,171,171,0,0,-1,6,0
264,0,NA,1,0,0,0,0,24,24,0,0,138,275,0
265,0,NA,1,0,0,0,0,38,38,0,0,129,429,0
266,0,NA,1,0,0,0,0,20,20,0,0,5,14,0
267,0,NA,1,0,0,0,0,111,111,0,0,150,1501,0
268,0,NA,1,0,0,0,0,182,182,0,0,175,4216,0
269,0,NA,1,0,0,0,0,17,17,0,0,36,76,0
270,0,NA,2,0,8.875,0,-130.0109,134,134,0,1,168,941,0
271,0,NA,1,0,0,0,0,4,4,0,0,11,71,0
272,1,1,2,0,43.875,0,20.15643,1,1,0,1,55,227,0
273,0,NA,1,0,0,0,0,22,22,0,0,35,134,0
274,0,NA,1,0,0,0,0,4,4,0,0,69,214,0
275,0,NA,1,0,0,0,0,7,7,0,0,7,25,0
276,0,NA,3,0,54.5625,0,-20.58215,56,56,0,1,148,1360,0
277,0,NA,1,0,0,0,0,175,175,0,0,18,99,0
278,0,NA,1,0,0,0,0,44,44,0,0,46,99,0
279,0,NA,1,0,0,0,0,70,70,0,0,88,368,0
280,0,NA,1,0,0,0,0,22,22,0,0,169,9389,0
281,0,NA,2,0,123.1667,0,9.801562,51,51,0,1,138,546,0
282,0,NA,1,0,0,0,0,3,3,0,0,15,70,0
283,0,NA,1,0,0,0,0,157,157,0,0,173,866,0
284,0,NA,1,0,0,0,0,82,82,0,0,141,461,0
285,0,NA,1,0,0,0,0,7,7,0,0,4,26,0
286,0,NA,1,0,0,0,0,2,2,0,0,44,145,0
287,0,NA,3,0,19,0,10.81757,1,1,0,1,99,140,0
288,0,NA,1,0,0,0,0,4,4,0,0,162,658,0
289,0,NA,2,0,32.79167,0,-14.5797,30,30,0,1,41,63,0
290,0,NA,1,0,0,0,0,81,81,0,0,130,616,0
291,0,NA,1,0,0,0,0,15,15,0,0,66,291,0
292,0,NA,1,0,0,0,0,133,133,0,0,99,247,0
293,0,NA,1,0,0,0,0,78,78,0,0,171,604,0
294,0,NA,1,0,0,0,0,53,53,0,0,26,178,0
295,0,NA,1,0,0,0,0,51,51,0,0,37,154,0
296,0,NA,2,0,102.875,0,-14.59133,66,66,0,1,173,388,0
297,0,NA,2,0,32.41667,0,-125.6891,141,141,0,1,171,2534,0
298,0,NA,1,0,0,0,0,5,5,0,0,23,419,0
299,0,NA,1,0,0,0,0,22,22,0,0,37,265,0
300,0,NA,1,0,0,0,0,51,51,0,0,14,107,0
301,0,NA,1,0,0,0,0,85,85,0,0,25,111,0
302,0,NA,1,0,0,0,0,37,37,0,0,6,40,0
303,0,NA,1,0,0,0,0,48,48,0,0,177,1979,0
304,0,NA,17,0,8.994792,0,-31.59448,40,40,0,1,65,405,0
305,0,NA,1,0,0,0,0,108,108,0,0,173,676,0
306,0,NA,1,0,0,0,0,49,49,0,0,45,99,0
307,0,NA,1,0,0,0,0,10,10,0,0,168,1768,0
308,0,NA,1,0,0,0,0,52,52,0,0,63,490,0
309,1,1,5,0,14.85417,0,-73.45097,85,85,0,1,158,1041,0
310,0,NA,1,0,0,0,0,121,121,0,0,84,588,0
311,0,NA,1,0,0,0,0,29,29,0,0,57,181,0
312,0,NA,1,0,0,0,0,111,111,0,0,30,272,0
313,0,NA,2,0,56.625,0,27.93862,0,0,0,1,28,94,0
314,0,NA,1,0,0,0,0,69,69,0,0,157,1005,0
315,0,NA,1,0,0,0,0,2,2,0,0,174,907,0
316,0,NA,1,0,0,0,0,23,23,0,0,19,512,0
317,0,NA,1,0,0,0,0,75,75,0,0,16,49,0
318,0,NA,1,0,0,0,0,111,111,0,0,128,334,0
319,0,NA,1,0,0,0,0,33,33,0,0,30,565,0
320,0,NA,1,0,0,0,0,3,3,0,0,164,441,0
321,0,NA,1,0,0,0,0,90,90,0,0,39,168,0
322,0,NA,2,0,14.41667,0,-7.824791,15,15,0,1,159,1513,0
323,0,NA,1,0,0,0,0,0,0,0,0,3,365,0
324,0,NA,1,0,0,0,0,148,148,0,0,42,131,0
325,0,NA,1,0,0,0,0,13,13,0,0,39,429,0
326,0,NA,2,0,13.875,0,-66.20812,73,73,0,1,176,3005,0
327,0,NA,1,0,0,0,0,7,7,0,0,60,434,0
328,0,NA,1,0,0,0,0,29,29,0,0,176,697,0
329,0,NA,2,0,4.083333,0,-48.8206,50,50,0,1,48,156,0
330,0,NA,1,0,0,0,0,178,178,0,0,174,2429,0
331,0,NA,1,0,0,0,0,23,23,0,0,10,326,0
332,1,1,2,0,0.0416667,0,-108.9502,108,108,0,1,26,137,0
333,0,NA,1,0,0,0,0,21,21,0,0,10,69,0
334,0,NA,1,0,0,0,0,48,48,0,0,51,141,0
335,0,NA,1,0,0,0,0,56,56,0,0,35,112,0
336,0,NA,1,0,0,0,0,58,58,0,0,164,501,0
337,1,2,75,6.041667,1.890203,-39.07585,0.6849875,1,1,1,1,65,405,0
338,0,NA,1,0,0,0,0,14,14,0,0,6,11,0
339,1,1,3,0,25.39583,0,-39.38323,56,56,0,1,109,418,0
340,0,NA,1,0,0,0,0,51,51,0,0,87,232,0
341,0,NA,1,0,0,0,0,10,10,0,0,59,56,0
342,0,NA,4,0,33.26389,0,-0.8049875,25,25,0,1,175,302,0
343,0,NA,1,0,0,0,0,13,13,0,0,175,3501,0
344,0,NA,1,0,0,0,0,41,41,0,0,73,270,0
345,0,NA,4,0,20.68056,0,3.543542,11,11,0,1,36,79,0
346,0,NA,1,0,0,0,0,132,132,0,0,84,366,0
347,0,NA,1,0,0,0,0,47,47,0,0,165,604,0
348,0,NA,1,0,0,0,0,102,102,0,0,39,68,0
349,1,1,1,0,0,0,0,67,67,0,0,167,849,0
350,0,NA,3,0,51.60417,0,5.593519,28,28,0,1,39,45,0
351,0,NA,1,0,0,0,0,12,12,0,0,27,108,0
352,1,1,1,0,0,0,0,60,60,0,0,16,30,0
353,0,NA,1,0,0,0,0,29,29,0,0,-1,427,0
354,0,NA,1,0,0,0,0,43,43,0,0,170,4701,0
355,0,NA,2,0,2.333333,0,-10.34965,11,11,0,1,8,74,0
356,0,NA,1,0,0,0,0,5,5,0,0,169,1898,0
357,0,NA,1,0,0,0,0,103,103,0,0,61,129,0
358,0,NA,2,0,2.041667,0,-29.03513,30,30,0,1,165,339,0
359,0,NA,1,0,0,0,0,5,5,0,0,60,206,0
360,0,NA,1,0,0,0,0,73,73,0,0,102,252,0
361,0,NA,3,0,1.5625,0,-61.2212,62,62,0,1,193,337,0
362,0,NA,1,0,0,0,0,162,162,0,0,173,3708,0
363,0,NA,1,0,0,0,0,89,89,0,0,154,459,0
364,0,NA,3,0,0.125,0,-19.02201,19,19,0,1,67,233,0
365,0,NA,2,0,0.0416667,0,-30.51567,30,30,0,1,174,231,0
366,0,NA,2,0,33.41667,0,-58.63455,75,75,0,1,88,105,0
367,0,NA,2,0,59.83333,0,-8.077071,37,37,0,1,123,403,0
368,0,NA,2,0,0.0416667,0,-127.0705,127,127,0,1,28,115,0
369,0,NA,1,0,0,0,0,21,21,0,0,3,24,0
370,0,NA,1,0,0,0,0,172,172,0,0,182,1125,0
371,0,NA,1,0,0,0,0,96,96,0,0,117,493,0
372,0,NA,1,0,0,0,0,14,14,0,0,166,1473,0
373,0,NA,1,0,0,0,0,22,22,0,0,43,288,0
374,0,NA,1,0,0,0,0,27,27,0,0,26,68,0
375,0,NA,1,0,0,0,0,75,75,0,0,33,90,0
376,0,NA,4,0,5.222222,0,-15.9904,19,19,0,1,91,796,0
377,0,NA,2,0,4,0,1.882421,0,0,0,1,17,54,0
378,0,NA,1,0,0,0,0,14,14,0,0,45,58,0
379,1,1,0,0,0,0,0,0,0,0,0,39,95,0
380,0,NA,1,0,0,0,0,12,12,0,0,84,352,0
381,0,NA,1,0,0,0,0,46,46,0,0,50,195,0
382,0,NA,5,0,4.03125,0,-32.4618,35,35,0,1,57,752,0
383,0,NA,1,0,0,0,0,141,141,0,0,183,469,0
384,0,NA,3,0,47.97917,0,-17.14181,49,49,0,1,160,1161,0
385,0,NA,1,0,0,0,0,0,0,0,0,1,68,0
386,0,NA,1,0,0,0,0,114,114,0,0,121,801,0
387,0,NA,1,0,0,0,0,169,169,0,0,174,475,0
388,0,NA,2,0,4.166667,0,-100.4819,102,102,0,1,50,162,1
389,0,NA,1,0,0,0,0,147,147,0,0,168,2189,0
390,0,NA,1,0,0,0,0,51,51,0,0,95,587,0
391,0,NA,1,0,0,0,0,27,27,0,0,173,1184,0
392,0,NA,1,0,0,0,0,78,78,0,0,128,420,0
393,0,NA,1,0,0,0,0,86,86,0,0,95,1562,0
394,0,NA,1,0,0,0,0,86,86,0,0,74,367,0
395,0,NA,2,0,46.875,0,15.9654,7,7,0,1,165,7932,0
396,0,NA,1,0,0,0,0,103,103,0,0,147,276,0
397,0,NA,1,0,0,0,0,106,106,0,0,154,807,0
398,0,NA,4,0,6.319445,0,-97.20178,101,101,0,1,148,2053,0
399,0,NA,1,0,0,0,0,147,147,0,0,38,351,0
400,0,NA,1,0,0,0,0,55,55,0,0,56,308,0
401,0,NA,1,0,0,0,0,46,46,0,0,23,223,0
402,0,NA,1,0,0,0,0,93,93,0,0,5,474,0
403,0,NA,1,0,0,0,0,96,96,0,0,110,274,0
404,0,NA,1,0,0,0,0,44,44,0,0,14,65,0
405,0,NA,1,0,0,0,0,138,138,0,0,167,1399,0
406,0,NA,1,0,0,0,0,46,46,0,0,17,45,0
407,0,NA,1,0,0,0,0,170,170,0,0,173,1557,0
408,0,NA,8,0,24.92857,0,20.25669,1,1,0,1,39,401,0
409,0,NA,1,0,0,0,0,56,56,0,0,18,77,0
410,0,NA,1,0,0,0,0,62,62,0,0,171,456,0
411,0,NA,1,0,0,0,0,2,2,0,0,169,459,0
412,0,NA,1,0,0,0,0,52,52,0,0,30,127,0
413,0,NA,1,0,0,0,0,71,71,0,0,70,102,0
414,0,NA,2,0,0.0416667,0,-62.80601,62,62,0,1,134,979,0
415,0,NA,1,0,0,0,0,29,29,0,0,169,1505,0
416,0,NA,1,0,0,0,0,19,19,0,0,38,70,0
417,1,1,3,0,36.10417,0,-41.84963,65,65,0,1,96,217,0
418,0,NA,1,0,0,0,0,0,0,0,0,112,696,0
419,0,NA,1,0,0,0,0,21,21,0,0,51,109,0
