isbuyer,buy_freq,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,y_pre_4_ensemble,y_proba_4_ensemble_for_0,y_proba_4_ensemble_for_1,stacking_cluster_pred,stacking_cluster_proba_for_0,stacking_cluster_proba_for_1,stacking_rus_pred,stacking_rus_proba_for_0,stacking_rus_proba_for_1
0,,1,0.0,0.0,0.0,0.0,182,182,0,0,177,614,0,0.7152499999999999,0.28475,0,0.5956678054501252,0.40433219454987473,0,0.7124897224420725,0.28751027755792746
0,,1,0.0,0.0,0.0,0.0,44,44,0,0,159,1684,0,0.9257500000000001,0.07425,0,0.7640098530602122,0.2359901469397878,0,0.7617235427999588,0.2382764572000412
0,,1,0.0,0.0,0.0,0.0,94,94,0,0,172,352,0,0.7657499999999999,0.23424999999999999,0,0.6556259707963064,0.3443740292036937,0,0.7146422867720001,0.28535771322799985
0,,1,0.0,0.0,0.0,0.0,13,13,0,0,25,96,0,0.6172500000000001,0.38275,0,0.5375899338682162,0.46241006613178376,0,0.6552289731339365,0.34477102686606353
0,,1,0.0,0.0,0.0,0.0,46,46,0,0,99,320,0,0.92125,0.07875,0,0.75344440376883,0.24655559623116996,0,0.7678464121556747,0.23215358784432524
0,,1,0.0,0.0,0.0,0.0,138,138,0,0,175,1999,0,0.5702499999999999,0.42974999999999997,0,0.555947071590868,0.444052928409132,0,0.5969129065744165,0.4030870934255834
0,,1,0.0,0.0,0.0,0.0,33,33,0,0,110,1309,0,0.929,0.07100000000000001,0,0.7634143455306668,0.23658565446933322,0,0.7639154017136567,0.23608459828634334
0,,1,0.0,0.0,0.0,0.0,36,36,0,0,174,1357,0,0.78175,0.21824999999999997,0,0.6681417016734652,0.33185829832653485,0,0.7276677364142767,0.27233226358572327
0,,1,0.0,0.0,0.0,0.0,11,11,0,0,44,126,0,0.6577500000000001,0.34225,0,0.5922617210327951,0.40773827896720494,0,0.66497760380275,0.3350223961972501
0,,1,0.0,0.0,0.0,0.0,14,14,0,0,22,95,0,0.508,0.492,0,0.47204695138110697,0.527953048618893,0,0.5836369032467924,0.4163630967532076
0,,3,0.0,3.0625,0.0,-8.559408,10,10,0,1,130,496,0,0.7155,0.28450000000000003,0,0.6604613698063212,0.3395386301936788,0,0.6489439472855372,0.35105605271446283
0,,2,0.0,3.083333,0.0,-85.97951,87,87,0,1,34,116,0,0.60375,0.39625,0,0.5611514845088013,0.4388485154911987,0,0.6316505427012133,0.3683494572987867
0,,1,0.0,0.0,0.0,0.0,22,22,0,0,43,100,0,0.44375,0.55625,0,0.42747195831729623,0.5725280416827038,0,0.5470559585400268,0.4529440414599732
0,,1,0.0,0.0,0.0,0.0,2,2,0,0,143,398,0,0.28375,0.71625,0,0.37348732646143157,0.6265126735385684,0,0.4206199101874013,0.5793800898125987
0,,1,0.0,0.0,0.0,0.0,9,9,0,0,63,108,0,0.52725,0.47275,0,0.5291417947107896,0.4708582052892104,0,0.5597403114042714,0.44025968859572867
0,,1,0.0,0.0,0.0,0.0,33,33,0,0,123,709,0,0.9269999999999999,0.07300000000000001,0,0.7622371727277357,0.23776282727226428,0,0.7617074899742217,0.23829251002577834
0,,2,0.0,67.0,0.0,-76.97906,110,110,0,1,111,908,0,0.8175,0.1825,0,0.7148835919245762,0.2851164080754239,0,0.7034030671323744,0.29659693286762556
0,,1,0.0,0.0,0.0,0.0,24,24,0,0,22,46,0,0.6915,0.3085,0,0.5865299361878755,0.4134700638121244,0,0.7052248944659978,0.2947751055340022
0,,1,0.0,0.0,0.0,0.0,88,88,0,0,9,85,0,0.444,0.556,0,0.44381606853753286,0.5561839314624671,0,0.5316896530296815,0.4683103469703184
0,,1,0.0,0.0,0.0,0.0,0,0,0,0,127,1276,0,0.214,0.786,0,0.34334830142877826,0.6566516985712217,0,0.3702435479891948,0.6297564520108052
0,,1,0.0,0.0,0.0,0.0,45,45,0,0,95,132,0,0.664,0.336,0,0.5886812584725579,0.4113187415274421,0,0.681041219173818,0.318958780826182
0,,1,0.0,0.0,0.0,0.0,124,124,0,0,101,449,0,0.98,0.02,0,0.7816079933629968,0.21839200663700317,0,0.7885771535407213,0.21142284645927864
0,,1,0.0,0.0,0.0,0.0,97,97,0,0,25,204,0,0.9595,0.0405,0,0.7809178106167058,0.21908218938329416,0,0.7762306976170065,0.22376930238299356
0,,1,0.0,0.0,0.0,0.0,14,14,0,0,152,305,0,0.6970000000000001,0.30300000000000005,0,0.6327437234752309,0.36725627652476917,0,0.650571365113623,0.349428634886377
0,,3,0.0,6.0833330000000005,0.0,2.1174060000000003,1,1,0,1,-1,792,1,0.09775,0.90225,1,0.2787706104205019,0.7212293895794981,1,0.29886729410870294,0.7011327058912971
0,,1,0.0,0.0,0.0,0.0,97,97,0,0,190,826,0,0.77475,0.22525,0,0.6498560794613405,0.3501439205386595,0,0.7287797241708447,0.2712202758291553
0,,1,0.0,0.0,0.0,0.0,7,7,0,0,180,1084,0,0.516,0.48399999999999993,0,0.519854502300763,0.48014549769923703,0,0.5645758498126788,0.43542415018732117
0,,1,0.0,0.0,0.0,0.0,114,114,0,0,14,65,0,0.64175,0.35825,0,0.5749928817205889,0.425007118279411,0,0.6707544281659312,0.32924557183406883
0,,1,0.0,0.0,0.0,0.0,16,16,0,0,10,96,0,0.443,0.5569999999999999,0,0.4541981035006536,0.5458018964993464,0,0.5200208372873971,0.47997916271260294
0,,1,0.0,0.0,0.0,0.0,84,84,0,0,174,2872,0,0.385,0.615,0,0.4299794060426336,0.5700205939573664,0,0.4814099110180534,0.5185900889819466
0,,1,0.0,0.0,0.0,0.0,46,46,0,0,148,228,0,0.90175,0.09824999999999999,0,0.7442299942186309,0.2557700057813691,0,0.7624802589082554,0.23751974109174456
0,,1,0.0,0.0,0.0,0.0,33,33,0,0,185,1405,0,0.8045,0.1955,0,0.6761893082344015,0.3238106917655985,0,0.7410405793846053,0.2589594206153946
1,1.0,1,0.0,0.0,0.0,0.0,160,160,0,0,11,43,0,0.52075,0.47924999999999995,0,0.5267978285860899,0.47320217141391013,0,0.5774985296054664,0.4225014703945335
0,,1,0.0,0.0,0.0,0.0,138,138,0,0,139,334,0,0.97525,0.024749999999999998,0,0.7807212378379196,0.2192787621620804,0,0.7875129077484336,0.2124870922515664
0,,1,0.0,0.0,0.0,0.0,32,32,0,0,26,142,0,0.50875,0.4912500000000001,0,0.5053640500769327,0.4946359499230673,0,0.5567339719403857,0.4432660280596144
0,,1,0.0,0.0,0.0,0.0,0,0,0,0,6,24,0,0.14600000000000002,0.854,1,0.2898637257745883,0.7101362742254117,0,0.3464895547952086,0.6535104452047914
0,,2,0.0,0.041666699999999994,0.0,-22.007839999999998,22,22,0,1,36,88,0,0.468,0.532,0,0.4630042161600211,0.5369957838399789,0,0.5525833303775234,0.44741666962247667
0,,1,0.0,0.0,0.0,0.0,117,117,0,0,78,669,0,0.9594999999999999,0.0405,0,0.76882986558489,0.23117013441511006,0,0.7822667825460625,0.21773321745393748
0,,1,0.0,0.0,0.0,0.0,175,175,0,0,67,252,0,0.69475,0.30525,0,0.6221558867065937,0.3778441132934063,0,0.6653691562121269,0.33463084378787317
0,,1,0.0,0.0,0.0,0.0,120,120,0,0,164,3140,0,0.70925,0.29075,0,0.6964403812862812,0.30355961871371884,0,0.6159030594070657,0.3840969405929343
0,,2,0.0,0.041666699999999994,0.0,-2.232487,2,2,0,1,43,207,1,0.07575,0.92425,1,0.2764385420586103,0.7235614579413897,1,0.28449100064338884,0.7155089993566112
0,,2,0.0,14.833329999999998,0.0,-120.5602,127,127,0,1,190,844,0,0.683,0.317,0,0.6094938410274093,0.3905061589725906,0,0.6728686211583876,0.32713137884161236
0,,1,0.0,0.0,0.0,0.0,3,3,0,0,3,19,0,0.255,0.745,0,0.32607212413785636,0.6739278758621436,0,0.4311680455642968,0.5688319544357032
0,,1,0.0,0.0,0.0,0.0,72,72,0,0,193,1120,0,0.7330000000000001,0.267,0,0.631586721004442,0.368413278995558,0,0.7028328018516974,0.29716719814830256
0,,2,0.0,2.916667,0.0,-71.00616,72,72,0,1,175,801,0,0.643,0.35700000000000004,0,0.5872590924609514,0.4127409075390486,0,0.6478279594952104,0.35217204050478956
0,,1,0.0,0.0,0.0,0.0,26,26,0,0,4,48,0,0.5880000000000001,0.41200000000000003,0,0.5254151394973967,0.47458486050260335,0,0.6480889853899541,0.3519110146100459
0,,1,0.0,0.0,0.0,0.0,30,30,0,0,130,705,0,0.9275,0.07250000000000001,0,0.7606544560606657,0.23934554393933427,0,0.7616326503689598,0.2383673496310402
0,,1,0.0,0.0,0.0,0.0,155,155,0,0,144,1074,0,0.83125,0.16875,0,0.6965537666093031,0.30344623339069693,0,0.7303215920222779,0.2696784079777221
0,,2,0.0,19.08333,0.0,0.7719917,8,8,0,1,7,87,0,0.326,0.674,0,0.4234461233318051,0.5765538766681949,0,0.42819785357740225,0.5718021464225977
0,,1,0.0,0.0,0.0,0.0,93,93,0,0,158,631,0,0.877,0.12300000000000001,0,0.7382795992266948,0.2617204007733052,0,0.7317463666078861,0.2682536333921139
0,,1,0.0,0.0,0.0,0.0,148,148,0,0,58,184,0,0.7702500000000001,0.22975,0,0.681506352067097,0.318493647932903,0,0.6805618456868798,0.3194381543131201
0,,1,0.0,0.0,0.0,0.0,10,10,0,0,11,69,0,0.6340000000000001,0.366,0,0.5435690955217081,0.4564309044782919,0,0.6779162759376345,0.32208372406236546
0,,1,0.0,0.0,0.0,0.0,13,13,0,0,9,33,0,0.5755,0.4245,0,0.4898740624570298,0.5101259375429702,0,0.6553958820724798,0.3446041179275202
0,,1,0.0,0.0,0.0,0.0,35,35,0,0,25,50,0,0.3315,0.6685,0,0.3739379940054931,0.6260620059945069,0,0.46706354345358825,0.5329364565464118
0,,1,0.0,0.0,0.0,0.0,18,18,0,0,83,161,0,0.41375,0.5862499999999999,0,0.45839310786477305,0.541606892135227,0,0.5004291388416593,0.49957086115834076
0,,1,0.0,0.0,0.0,0.0,92,92,0,0,118,318,0,0.94125,0.058750000000000004,0,0.7576270006145027,0.24237299938549728,0,0.7768780137915516,0.22312198620844842
0,,1,0.0,0.0,0.0,0.0,108,108,0,0,168,1622,0,0.65725,0.34275,0,0.6430677911967523,0.3569322088032477,0,0.6128230656806397,0.38717693431936034
0,,2,0.0,44.83333,0.0,-45.86637,68,68,0,1,77,325,0,0.8352499999999999,0.16475,0,0.7104718211831904,0.2895281788168096,0,0.7261480949795638,0.27385190502043616
0,,4,0.0,20.20833,0.0,-47.37135,62,62,0,1,161,2522,0,0.6799999999999999,0.32,0,0.660147109050162,0.339852890949838,0,0.6275816050435526,0.37241839495644735
0,,1,0.0,0.0,0.0,0.0,45,45,0,0,178,799,0,0.83975,0.16025,0,0.6979011409595846,0.3020988590404154,0,0.7536514900419085,0.2463485099580916
0,,1,0.0,0.0,0.0,0.0,14,14,0,0,8,16,0,0.5035000000000001,0.4965,0,0.4501021629720493,0.5498978370279507,0,0.6063787448968562,0.39362125510314383
0,,1,0.0,0.0,0.0,0.0,154,154,0,0,27,274,0,0.5735,0.42650000000000005,0,0.5873092063738033,0.41269079362619665,0,0.5355540626155446,0.46444593738445544
0,,1,0.0,0.0,0.0,0.0,40,40,0,0,77,442,0,0.82275,0.17725000000000002,0,0.700996792418357,0.299003207581643,0,0.7173788646438112,0.2826211353561888
0,,1,0.0,0.0,0.0,0.0,0,0,0,0,29,145,0,0.16625,0.83375,1,0.29785652342323354,0.7021434765767665,0,0.3600814608776749,0.6399185391223251
0,,3,0.0,3.125,0.0,-2.8485669999999996,4,4,0,1,15,59,0,0.10049999999999999,0.8995,1,0.2826478919356856,0.7173521080643144,0,0.30488077204636244,0.6951192279536376
0,,1,0.0,0.0,0.0,0.0,124,124,0,0,117,217,0,0.93125,0.06875,0,0.7559070234780088,0.24409297652199127,0,0.7765643179350492,0.2234356820649508
0,,1,0.0,0.0,0.0,0.0,130,130,0,0,105,278,0,0.92275,0.07725,0,0.7475602065564606,0.25243979344353945,0,0.7725674727881341,0.22743252721186594
0,,1,0.0,0.0,0.0,0.0,12,12,0,0,9,100,0,0.6402500000000001,0.35975,0,0.5532700970253128,0.4467299029746871,0,0.6692037314152035,0.33079626858479655
0,,1,0.0,0.0,0.0,0.0,54,54,0,0,181,4318,0,0.76975,0.23025,0,0.6567602709665614,0.3432397290334385,0,0.7196065127048803,0.28039348729511965
0,,1,0.0,0.0,0.0,0.0,18,18,0,0,178,2340,0,0.76475,0.23525,0,0.6609920855680371,0.3390079144319628,0,0.7164185787623026,0.28358142123769736
0,,1,0.0,0.0,0.0,0.0,138,138,0,0,13,57,0,0.509,0.491,0,0.4813681915354723,0.5186318084645277,0,0.5944467760948533,0.40555322390514664
0,,5,0.0,23.5,0.0,-33.41375,52,52,0,1,138,350,0,0.50375,0.49625,0,0.562497635219766,0.43750236478023397,0,0.5147139866796888,0.4852860133203111
0,,1,0.0,0.0,0.0,0.0,10,10,0,0,30,152,0,0.577,0.42300000000000004,0,0.5730612323579231,0.42693876764207694,0,0.5769012485071929,0.423098751492807
0,,1,0.0,0.0,0.0,0.0,177,177,0,0,38,111,0,0.66325,0.33675,0,0.5747681583791893,0.4252318416208107,0,0.6838053709304285,0.3161946290695715
0,,1,0.0,0.0,0.0,0.0,4,4,0,0,9,33,0,0.27325,0.72675,0,0.3548994065859823,0.6451005934140177,0,0.4253489726421401,0.5746510273578599
0,,2,0.0,0.041666699999999994,0.0,-104.4442,104,104,0,1,93,301,0,0.55025,0.44975,0,0.5376980962211901,0.46230190377880986,0,0.5610874480510132,0.4389125519489868
0,,1,0.0,0.0,0.0,0.0,66,66,0,0,71,420,0,0.9395,0.0605,0,0.7574197867947293,0.2425802132052707,0,0.7759228003257902,0.22407719967420983
0,,1,0.0,0.0,0.0,0.0,40,40,0,0,52,174,0,0.5907500000000001,0.40925,0,0.56366562754296,0.43633437245704,0,0.5946066618864275,0.4053933381135725
0,,1,0.0,0.0,0.0,0.0,8,8,0,0,1,8,0,0.2205,0.7795000000000001,0,0.3193718136419892,0.6806281863580108,0,0.3931593525695417,0.6068406474304583
0,,1,0.0,0.0,0.0,0.0,83,83,0,0,64,226,0,0.8364999999999999,0.1635,0,0.6983849148909702,0.30161508510902973,0,0.7351873287486946,0.26481267125130536
0,,1,0.0,0.0,0.0,0.0,15,15,0,0,97,385,0,0.60675,0.39325,0,0.5959139588206394,0.40408604117936064,0,0.5721939024983798,0.42780609750162024
0,,1,0.0,0.0,0.0,0.0,133,133,0,0,50,182,0,0.8694999999999999,0.1305,0,0.7190255587698456,0.28097444123015436,0,0.7495353561668852,0.2504646438331148
0,,1,0.0,0.0,0.0,0.0,156,156,0,0,50,122,0,0.45225,0.54775,0,0.4498450987989716,0.5501549012010284,0,0.5305772001705482,0.4694227998294518
1,1.0,4,0.0,42.875,0.0,29.2437,2,2,0,1,119,547,1,0.06725,0.93275,1,0.28930151541762905,0.710698484582371,1,0.2685328748792962,0.7314671251207038
0,,1,0.0,0.0,0.0,0.0,27,27,0,0,23,47,0,0.6859999999999999,0.31400000000000006,0,0.5861742990369627,0.4138257009630373,0,0.7003802014421234,0.2996197985578765
0,,1,0.0,0.0,0.0,0.0,69,69,0,0,179,2297,0,0.68825,0.31174999999999997,0,0.6093738642008413,0.3906261357991588,0,0.6762007037155611,0.323799296284439
0,,3,0.0,9.791667,0.0,3.0517689999999997,3,3,0,1,44,14,0,0.13174999999999998,0.86825,1,0.2860688684629352,0.7139311315370648,0,0.3273746289737872,0.6726253710262128
0,,1,0.0,0.0,0.0,0.0,27,27,0,0,132,296,0,0.863,0.137,0,0.7225795802718162,0.2774204197281838,0,0.7417301612521526,0.25826983874784737
0,,3,0.0,16.04167,0.0,-24.24746,34,34,0,1,185,422,0,0.5367500000000001,0.46324999999999994,0,0.5312082848889796,0.4687917151110203,0,0.578940074738344,0.421059925261656
1,1.0,1,0.0,0.0,0.0,0.0,1,1,0,0,-1,321,1,0.07525000000000001,0.92475,1,0.27088366261181474,0.7291163373881853,1,0.28615484824517645,0.7138451517548235
0,,1,0.0,0.0,0.0,0.0,27,27,0,0,168,1518,0,0.9022500000000001,0.09775,0,0.7466670276784195,0.2533329723215805,0,0.7595854642712071,0.24041453572879293
0,,3,0.0,13.416670000000002,0.0,-131.5101,140,140,0,1,113,191,0,0.8190000000000001,0.181,0,0.7058137169525509,0.29418628304744904,0,0.7261894813408419,0.27381051865915806
0,,1,0.0,0.0,0.0,0.0,31,31,0,0,139,449,0,0.9420000000000001,0.058,0,0.7711685366588692,0.22883146334113086,0,0.7689432275835374,0.23105677241646264
0,,1,0.0,0.0,0.0,0.0,107,107,0,0,68,207,0,0.91225,0.08775,0,0.7534421808975653,0.24655781910243468,0,0.7633493929343221,0.2366506070656779
0,,1,0.0,0.0,0.0,0.0,37,37,0,0,9,68,0,0.30600000000000005,0.694,0,0.3576244782381599,0.6423755217618401,0,0.45916057186099823,0.5408394281390018
0,,1,0.0,0.0,0.0,0.0,70,70,0,0,173,229,0,0.842,0.158,0,0.7030717387527574,0.29692826124724253,0,0.7505179485414345,0.24948205145856553
0,,1,0.0,0.0,0.0,0.0,102,102,0,0,70,423,0,0.9490000000000001,0.051000000000000004,0,0.7714055015622081,0.22859449843779184,0,0.773475807742507,0.22652419225749296
0,,1,0.0,0.0,0.0,0.0,112,112,0,0,190,2711,0,0.55725,0.44275,0,0.5368330069701726,0.4631669930298275,0,0.5917786406232415,0.4082213593767586
0,,1,0.0,0.0,0.0,0.0,10,10,0,0,32,138,0,0.5715,0.4285,0,0.5617916227024815,0.43820837729751844,0,0.5883859193548318,0.4116140806451682
0,,2,0.0,40.0,0.0,17.107039999999998,2,2,0,1,23,64,0,0.186,0.814,0,0.32405492696531324,0.6759450730346868,0,0.3533045366602162,0.6466954633397838
0,,1,0.0,0.0,0.0,0.0,35,35,0,0,49,104,0,0.46725000000000005,0.5327500000000001,0,0.45364902457879663,0.5463509754212034,0,0.5603960752897537,0.43960392471024634
0,,1,0.0,0.0,0.0,0.0,90,90,0,0,177,4000,0,0.39125,0.60875,0,0.4294753783251718,0.5705246216748282,0,0.48218967421913683,0.5178103257808632
0,,1,0.0,0.0,0.0,0.0,27,27,0,0,95,158,0,0.6685000000000001,0.3315,0,0.6038037736732258,0.39619622632677426,0,0.6610929496219029,0.33890705037809715
0,,8,0.0,21.82143,0.0,3.7620120000000004,15,15,0,1,120,849,0,0.32099999999999995,0.679,0,0.4578980823781009,0.5421019176218991,0,0.3803528307991998,0.6196471692008002
0,,1,0.0,0.0,0.0,0.0,78,78,0,0,163,5474,0,0.73225,0.26775000000000004,0,0.7098819995564655,0.29011800044353453,0,0.6231809260812422,0.3768190739187578
0,,1,0.0,0.0,0.0,0.0,6,6,0,0,27,99,0,0.5577500000000001,0.44225000000000003,0,0.5166973611989923,0.48330263880100766,0,0.6152822890445645,0.3847177109554355
0,,6,0.0,10.21667,0.0,-25.74786,34,34,0,1,96,689,0,0.55325,0.44675,0,0.5794830608961482,0.4205169391038518,0,0.5608495892348377,0.4391504107651623
0,,1,0.0,0.0,0.0,0.0,170,170,0,0,168,1369,0,0.77525,0.22475,0,0.696126763377565,0.3038732366224351,0,0.6823344051345425,0.31766559486545753
0,,1,0.0,0.0,0.0,0.0,41,41,0,0,47,223,0,0.609,0.391,0,0.585321615204115,0.414678384795885,0,0.5911259768521302,0.40887402314786975
0,,1,0.0,0.0,0.0,0.0,147,147,0,0,130,459,0,0.9802500000000001,0.01975,0,0.7818873494740757,0.2181126505259243,0,0.7873195945339754,0.21268040546602465
0,,2,0.0,57.625,0.0,-37.45882,66,66,0,1,188,3940,0,0.8345,0.1655,0,0.694243688875678,0.30575631112432194,0,0.75055453793964,0.24944546206035997
0,,1,0.0,0.0,0.0,0.0,154,154,0,0,94,466,0,0.87675,0.12325,0,0.7241813643728963,0.2758186356271037,0,0.7430918573464727,0.2569081426535274
0,,1,0.0,0.0,0.0,0.0,90,90,0,0,30,91,0,0.7417499999999999,0.25825,0,0.6282603775235597,0.3717396224764403,0,0.7132323353716141,0.2867676646283858
0,,1,0.0,0.0,0.0,0.0,17,17,0,0,11,18,0,0.40125,0.59875,0,0.3969428527932063,0.6030571472067937,0,0.5363769886298084,0.46362301137019163
0,,1,0.0,0.0,0.0,0.0,20,20,0,0,112,328,0,0.70125,0.29874999999999996,0,0.6283422787287184,0.3716577212712816,0,0.6611845922448206,0.3388154077551794
0,,4,0.0,22.66667,0.0,-12.01277,29,29,0,1,116,2315,0,0.6385,0.36150000000000004,0,0.6229263229205371,0.3770736770794629,0,0.6083559351386987,0.3916440648613013
0,,1,0.0,0.0,0.0,0.0,99,99,0,0,37,1222,0,0.85825,0.14175000000000001,0,0.728145427874611,0.271854572125389,0,0.7357336269791221,0.2642663730208779
0,,1,0.0,0.0,0.0,0.0,15,15,0,0,12,78,0,0.51025,0.48975,0,0.4531839622992009,0.5468160377007991,0,0.6132007284612451,0.386799271538755
1,1.0,2,0.0,16.04167,0.0,-82.0244,90,90,0,1,107,279,0,0.51275,0.48725,0,0.5648894950310441,0.43511050496895587,0,0.5180548649017079,0.48194513509829207
0,,1,0.0,0.0,0.0,0.0,119,119,0,0,32,63,0,0.7192500000000001,0.28075,0,0.6236034403232955,0.3763965596767045,0,0.7103413840037781,0.2896586159962219
0,,1,0.0,0.0,0.0,0.0,1,1,0,0,2,43,1,0.07550000000000001,0.9245,1,0.27030546958845636,0.7296945304115436,1,0.29137020614396036,0.7086297938560396
0,,1,0.0,0.0,0.0,0.0,119,119,0,0,68,332,0,0.994,0.006,0,0.7893299949710555,0.21067000502894448,0,0.7927898022442724,0.2072101977557276
1,1.0,16,0.0,1.166667,0.0,0.3123375,0,0,0,1,36,199,1,0.07750000000000001,0.9224999999999999,1,0.277474177453526,0.722525822546474,1,0.2906753126691143,0.7093246873308857
0,,1,0.0,0.0,0.0,0.0,145,145,0,0,133,451,0,0.97275,0.027250000000000003,0,0.7787480121940404,0.2212519878059595,0,0.7850564026835287,0.21494359731647122
0,,6,0.0,17.0,0.0,-39.80942,53,53,0,1,114,2108,0,0.5522499999999999,0.44775000000000004,0,0.5961655649132709,0.4038344350867291,0,0.532034136601586,0.46796586339841395
0,,2,0.0,4.875,0.0,-16.2913,18,18,0,1,181,2141,0,0.655,0.345,0,0.5852883102217887,0.4147116897782113,0,0.6576408455264051,0.3423591544735949
0,,1,0.0,0.0,0.0,0.0,51,51,0,0,28,138,0,0.70925,0.29075,0,0.6429285877568598,0.35707141224314015,0,0.6730870968104599,0.3269129031895401
0,,1,0.0,0.0,0.0,0.0,47,47,0,0,130,191,0,0.909,0.09100000000000001,0,0.746402215359526,0.25359778464047394,0,0.7665889334564374,0.23341106654356256
0,,1,0.0,0.0,0.0,0.0,33,33,0,0,71,66,0,0.56075,0.43925,0,0.5158153291535557,0.48418467084644434,0,0.6215716414660504,0.3784283585339496
0,,1,0.0,0.0,0.0,0.0,60,60,0,0,101,485,0,0.96275,0.037250000000000005,0,0.7725533772376469,0.22744662276235303,0,0.7837198258661198,0.21628017413388026
0,,1,0.0,0.0,0.0,0.0,19,19,0,0,22,37,0,0.477,0.523,0,0.43532848757434384,0.5646715124256562,0,0.5857106036963402,0.41428939630365985
0,,2,0.0,93.25,0.0,-7.962986999999999,54,54,0,1,174,644,0,0.859,0.141,0,0.716208413291899,0.283791586708101,0,0.7544923129860324,0.2455076870139677
0,,1,0.0,0.0,0.0,0.0,165,165,0,0,31,107,0,0.608,0.392,0,0.5494932697897332,0.4505067302102668,0,0.640696805992393,0.3593031940076071
