isbuyer,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,y_buy
0,1,0.0,0.0,0.0,0.0,52,52,0,0,94,1362,0
0,2,0.0,8.958333,0.0,-58.698240000000006,63,63,0,1,81,256,0
0,2,0.0,9.083333,0.0,2.5754040000000002,1,1,0,1,5,326,0
0,3,0.0,40.58333,0.0,-55.134119999999996,82,82,0,1,25,50,0
0,2,0.0,1.958333,0.0,-45.89526,46,46,0,1,52,375,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,126,184,0
0,1,0.0,0.0,0.0,0.0,181,181,0,0,151,371,0
0,1,0.0,0.0,0.0,0.0,128,128,0,0,170,594,0
1,2,0.0,1.083333,0.0,-34.03693,34,34,0,1,0,1775,0
0,1,0.0,0.0,0.0,0.0,10,10,0,0,-1,364,0
0,2,0.0,22.66667,0.0,7.377708,3,3,0,1,184,1184,0
0,3,0.0,59.0625,0.0,10.56077,28,28,0,1,83,344,0
0,1,0.0,0.0,0.0,0.0,3,3,0,0,102,381,0
0,1,0.0,0.0,0.0,0.0,68,68,0,0,20,102,0
0,1,0.0,0.0,0.0,0.0,112,112,0,0,180,636,0
0,1,0.0,0.0,0.0,0.0,166,166,0,0,79,743,0
0,1,0.0,0.0,0.0,0.0,39,39,0,0,43,109,0
0,1,0.0,0.0,0.0,0.0,154,154,0,0,166,913,0
0,5,0.0,19.75,0.0,-13.11425,28,28,0,1,115,3855,0
0,1,0.0,0.0,0.0,0.0,63,63,0,0,63,536,0
0,1,0.0,0.0,0.0,0.0,42,42,0,0,51,99,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,76,175,0
0,1,0.0,0.0,0.0,0.0,184,184,0,0,130,301,0
0,4,0.0,7.986111,0.0,-29.093020000000003,35,35,0,1,187,465,0
1,4,0.0,9.486111,0.0,3.196425,3,3,0,1,148,2918,0
0,1,0.0,0.0,0.0,0.0,89,89,0,0,69,258,0
0,1,0.0,0.0,0.0,0.0,135,135,0,0,181,5374,0
0,1,0.0,0.0,0.0,0.0,137,137,0,0,154,348,0
1,1,0.0,0.0,0.0,0.0,79,79,0,0,5,118,0
0,4,0.0,19.33333,0.0,-17.5754,32,32,0,1,155,970,0
0,2,0.0,0.041666699999999994,0.0,-160.0011,160,160,0,1,177,1374,0
0,1,0.0,0.0,0.0,0.0,12,12,0,0,3,36,0
0,1,0.0,0.0,0.0,0.0,54,54,0,0,5,52,0
0,2,0.0,1.416667,0.0,-36.055440000000004,36,36,0,1,57,155,0
0,1,0.0,0.0,0.0,0.0,52,52,0,0,0,510,0
0,1,0.0,0.0,0.0,0.0,100,100,0,0,101,361,0
0,2,0.0,4.0,0.0,-3.318346,5,5,0,1,15,42,0
0,1,0.0,0.0,0.0,0.0,15,15,0,0,7,100,0
0,1,0.0,0.0,0.0,0.0,12,12,0,0,-1,414,0
0,2,0.0,70.25,0.0,19.21215,15,15,0,1,118,244,0
0,1,0.0,0.0,0.0,0.0,56,56,0,0,-1,1663,0
0,1,0.0,0.0,0.0,0.0,172,172,0,0,159,883,0
1,2,0.0,0.5416667,0.0,-59.032109999999996,59,59,0,1,39,947,0
0,1,0.0,0.0,0.0,0.0,38,38,0,0,23,82,0
0,1,0.0,0.0,0.0,0.0,166,166,0,0,167,424,0
0,1,0.0,0.0,0.0,0.0,80,80,0,0,72,288,0
0,1,0.0,0.0,0.0,0.0,91,91,0,0,135,219,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,7,21,0
0,1,0.0,0.0,0.0,0.0,130,130,0,0,45,85,0
0,1,0.0,0.0,0.0,0.0,96,96,0,0,162,1183,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,177,1356,0
1,2,0.0,24.625,0.0,9.345117,2,2,0,1,92,243,0
0,1,0.0,0.0,0.0,0.0,70,70,0,0,97,778,0
0,1,0.0,0.0,0.0,0.0,147,147,0,0,80,183,0
0,2,0.0,68.04166,0.0,16.31992,17,17,0,1,63,211,0
0,1,0.0,0.0,0.0,0.0,8,8,0,0,-1,691,0
0,1,0.0,0.0,0.0,0.0,15,15,0,0,59,81,0
0,2,0.0,93.375,0.0,-11.26192,57,57,0,1,155,8396,0
0,1,0.0,0.0,0.0,0.0,60,60,0,0,144,377,0
0,1,0.0,0.0,0.0,0.0,20,20,0,0,152,601,0
0,2,0.0,0.125,0.0,-152.7635,152,152,0,1,75,268,0
0,2,0.0,2.0,0.0,-39.78109,40,40,0,1,105,368,0
0,1,0.0,0.0,0.0,0.0,58,58,0,0,14,76,0
0,1,0.0,0.0,0.0,0.0,114,114,0,0,174,1545,0
0,1,0.0,0.0,0.0,0.0,17,17,0,0,52,595,0
0,1,0.0,0.0,0.0,0.0,98,98,0,0,44,109,0
0,1,0.0,0.0,0.0,0.0,29,29,0,0,170,533,0
0,1,0.0,0.0,0.0,0.0,20,20,0,0,27,139,0
0,1,0.0,0.0,0.0,0.0,80,80,0,0,145,3975,0
1,1,0.0,0.0,0.0,0.0,0,0,0,0,141,713,0
0,1,0.0,0.0,0.0,0.0,16,16,0,0,9,34,0
0,1,0.0,0.0,0.0,0.0,182,182,0,0,175,378,0
0,3,0.0,19.47917,0.0,-122.0352,135,135,0,1,32,339,0
0,1,0.0,0.0,0.0,0.0,52,52,0,0,132,188,0
0,1,0.0,0.0,0.0,0.0,165,165,0,0,24,40,0
0,2,0.0,72.20834,0.0,-50.1789,86,86,0,1,171,1399,0
0,1,0.0,0.0,0.0,0.0,28,28,0,0,101,218,0
0,1,0.0,0.0,0.0,0.0,49,49,0,0,164,606,0
0,1,0.0,0.0,0.0,0.0,110,110,0,0,86,567,0
0,1,0.0,0.0,0.0,0.0,137,137,0,0,22,133,0
0,1,0.0,0.0,0.0,0.0,166,166,0,0,1,16,0
0,1,0.0,0.0,0.0,0.0,8,8,0,0,-1,14,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,7,49,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,48,217,0
0,1,0.0,0.0,0.0,0.0,10,10,0,0,21,85,0
0,2,0.0,0.08333330000000001,0.0,-4.065508,4,4,0,1,48,116,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,131,890,0
0,1,0.0,0.0,0.0,0.0,35,35,0,0,91,4290,0
0,2,0.0,12.66667,0.0,-0.6122917,6,6,0,1,27,85,0
0,9,0.0,8.770833,0.0,1.248725,6,6,0,1,158,1609,0
0,1,0.0,0.0,0.0,0.0,168,168,0,0,21,91,0
0,1,0.0,0.0,0.0,0.0,39,39,0,0,174,951,0
1,11,36.04167,17.46667,2.1871869999999998,8.670142,7,7,1,1,189,1008,1
0,2,0.0,26.25,0.0,-112.6466,125,125,0,1,69,306,0
0,1,0.0,0.0,0.0,0.0,109,109,0,0,24,437,0
0,1,0.0,0.0,0.0,0.0,124,124,0,0,170,1354,0
0,1,0.0,0.0,0.0,0.0,104,104,0,0,57,185,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,124,186,0
0,1,0.0,0.0,0.0,0.0,12,12,0,0,15,44,0
0,1,0.0,0.0,0.0,0.0,163,163,0,0,175,1999,0
0,1,0.0,0.0,0.0,0.0,41,41,0,0,72,238,0
0,1,0.0,0.0,0.0,0.0,75,75,0,0,25,74,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,170,672,0
0,1,0.0,0.0,0.0,0.0,40,40,0,0,70,208,0
0,1,0.0,0.0,0.0,0.0,1,1,0,0,3,57,0
0,3,0.0,8.541667,0.0,-32.97184,38,38,0,1,63,479,0
0,1,0.0,0.0,0.0,0.0,39,39,0,0,46,157,0
0,1,0.0,0.0,0.0,0.0,30,30,0,0,78,199,0
0,1,0.0,0.0,0.0,0.0,158,158,0,0,62,986,0
0,2,0.0,1.0,0.0,-72.36922,72,72,0,1,122,525,0
0,1,0.0,0.0,0.0,0.0,9,9,0,0,81,194,0
0,1,0.0,0.0,0.0,0.0,11,11,0,0,93,227,0
0,1,0.0,0.0,0.0,0.0,52,52,0,0,116,594,0
0,1,0.0,0.0,0.0,0.0,173,173,0,0,98,383,0
0,1,0.0,0.0,0.0,0.0,78,78,0,0,169,1169,0
1,3,0.0,4.9791669999999995,0.0,-74.80238,78,78,0,1,177,1003,0
0,1,0.0,0.0,0.0,0.0,52,52,0,0,28,108,0
0,1,0.0,0.0,0.0,0.0,40,40,0,0,124,243,0
0,1,0.0,0.0,0.0,0.0,103,103,0,0,53,114,0
0,3,0.0,63.916669999999996,0.0,-0.5025805999999999,43,43,0,1,169,1005,0
0,1,0.0,0.0,0.0,0.0,50,50,0,0,35,90,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,17,60,0
0,2,0.0,25.54167,0.0,-16.69888,29,29,0,1,45,148,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,40,95,0
1,8,0.0,10.101189999999999,0.0,-32.27707,41,41,0,1,162,2347,0
0,1,0.0,0.0,0.0,0.0,51,51,0,0,102,191,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,51,433,0
0,1,0.0,0.0,0.0,0.0,84,84,0,0,90,453,0
0,3,0.0,57.9375,0.0,3.837013,34,34,0,1,0,201,0
0,1,0.0,0.0,0.0,0.0,16,16,0,0,56,244,0
0,1,0.0,0.0,0.0,0.0,51,51,0,0,3,2953,0
0,1,0.0,0.0,0.0,0.0,123,123,0,0,47,123,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,93,624,0
0,1,0.0,0.0,0.0,0.0,175,175,0,0,162,1502,0
0,1,0.0,0.0,0.0,0.0,26,26,0,0,41,132,0
0,1,0.0,0.0,0.0,0.0,29,29,0,0,67,355,0
0,1,0.0,0.0,0.0,0.0,21,21,0,0,10,39,0
0,1,0.0,0.0,0.0,0.0,131,131,0,0,56,963,0
0,3,0.0,6.125,0.0,-17.91035,21,21,0,1,31,79,0
0,1,0.0,0.0,0.0,0.0,169,169,0,0,168,1584,0
0,1,0.0,0.0,0.0,0.0,136,136,0,0,55,2351,0
0,3,0.0,65.5625,0.0,-5.307883,49,49,0,1,82,175,0
0,2,0.0,8.375,0.0,-10.4161,14,14,0,1,43,77,0
0,5,0.0,0.7291667,0.0,-1.833633,2,2,0,1,18,226,0
0,1,0.0,0.0,0.0,0.0,28,28,0,0,165,2018,0
1,11,0.0,9.966666,0.0,7.80571,1,1,0,1,45,218,0
0,3,0.0,19.52083,0.0,-68.08931,81,81,0,1,94,506,0
0,5,0.0,3.708333,0.0,0.7837166999999999,2,2,0,1,6,42,0
0,1,0.0,0.0,0.0,0.0,132,132,0,0,160,1517,0
0,5,0.0,7.0520830000000005,0.0,4.612058,1,1,0,1,16,61,0
0,2,0.0,23.5,0.0,-132.631,144,144,0,1,126,1243,0
0,1,0.0,0.0,0.0,0.0,6,6,0,0,9,23,0
0,1,0.0,0.0,0.0,0.0,63,63,0,0,161,288,0
1,7,0.0,22.56944,0.0,5.355205000000001,13,13,0,1,164,4107,0
0,1,0.0,0.0,0.0,0.0,63,63,0,0,152,1903,0
0,1,0.0,0.0,0.0,0.0,18,18,0,0,8,57,0
0,4,0.0,57.333330000000004,0.0,32.00622,10,10,0,1,168,412,0
0,2,0.0,7.9166669999999995,0.0,-175.4709,179,179,0,1,131,659,0
1,3,0.0,0.8541667,0.0,-59.41595,59,59,0,1,48,963,0
0,1,0.0,0.0,0.0,0.0,1,1,0,0,174,406,0
0,6,0.0,12.83333,0.0,6.620336,4,4,0,1,28,137,0
0,1,0.0,0.0,0.0,0.0,51,51,0,0,41,231,0
0,1,0.0,0.0,0.0,0.0,131,131,0,0,85,275,0
0,1,0.0,0.0,0.0,0.0,103,103,0,0,161,478,0
0,2,0.0,13.791670000000002,0.0,3.579133,3,3,0,1,11,185,0
0,1,0.0,0.0,0.0,0.0,17,17,0,0,6,33,0
0,3,0.0,10.9375,0.0,5.9635169999999995,1,1,0,1,19,68,0
0,2,0.0,43.45833,0.0,6.966887,14,14,0,1,59,198,0
0,1,0.0,0.0,0.0,0.0,135,135,0,0,176,1352,0
0,1,0.0,0.0,0.0,0.0,8,8,0,0,81,142,0
0,1,0.0,0.0,0.0,0.0,108,108,0,0,37,14,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,97,229,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,114,352,0
0,1,0.0,0.0,0.0,0.0,110,110,0,0,187,516,0
0,1,0.0,0.0,0.0,0.0,34,34,0,0,61,163,0
0,1,0.0,0.0,0.0,0.0,34,34,0,0,33,94,0
0,1,0.0,0.0,0.0,0.0,27,27,0,0,63,237,0
0,1,0.0,0.0,0.0,0.0,168,168,0,0,114,5942,0
0,2,0.0,0.7083333,0.0,-41.7522,42,42,0,1,115,218,0
0,1,0.0,0.0,0.0,0.0,167,167,0,0,81,1399,0
0,1,0.0,0.0,0.0,0.0,42,42,0,0,10,35,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,71,234,0
0,1,0.0,0.0,0.0,0.0,158,158,0,0,123,404,0
0,1,0.0,0.0,0.0,0.0,44,44,0,0,165,1754,0
0,1,0.0,0.0,0.0,0.0,91,91,0,0,55,464,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,30,410,0
0,1,0.0,0.0,0.0,0.0,8,8,0,0,27,70,0
0,1,0.0,0.0,0.0,0.0,171,171,0,0,-1,6,0
0,1,0.0,0.0,0.0,0.0,24,24,0,0,138,275,0
0,1,0.0,0.0,0.0,0.0,38,38,0,0,129,429,0
0,1,0.0,0.0,0.0,0.0,20,20,0,0,5,14,0
0,1,0.0,0.0,0.0,0.0,111,111,0,0,150,1501,0
0,1,0.0,0.0,0.0,0.0,182,182,0,0,175,4216,0
0,1,0.0,0.0,0.0,0.0,17,17,0,0,36,76,0
0,2,0.0,8.875,0.0,-130.0109,134,134,0,1,168,941,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,11,71,0
1,2,0.0,43.875,0.0,20.15643,1,1,0,1,55,227,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,35,134,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,69,214,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,7,25,0
0,3,0.0,54.5625,0.0,-20.58215,56,56,0,1,148,1360,0
0,1,0.0,0.0,0.0,0.0,175,175,0,0,18,99,0
0,1,0.0,0.0,0.0,0.0,44,44,0,0,46,99,0
0,1,0.0,0.0,0.0,0.0,70,70,0,0,88,368,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,169,9389,0
0,2,0.0,123.1667,0.0,9.801561999999999,51,51,0,1,138,546,0
0,1,0.0,0.0,0.0,0.0,3,3,0,0,15,70,0
0,1,0.0,0.0,0.0,0.0,157,157,0,0,173,866,0
0,1,0.0,0.0,0.0,0.0,82,82,0,0,141,461,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,4,26,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,44,145,0
0,3,0.0,19.0,0.0,10.81757,1,1,0,1,99,140,0
0,1,0.0,0.0,0.0,0.0,4,4,0,0,162,658,0
0,2,0.0,32.79167,0.0,-14.5797,30,30,0,1,41,63,0
0,1,0.0,0.0,0.0,0.0,81,81,0,0,130,616,0
0,1,0.0,0.0,0.0,0.0,15,15,0,0,66,291,0
0,1,0.0,0.0,0.0,0.0,133,133,0,0,99,247,0
0,1,0.0,0.0,0.0,0.0,78,78,0,0,171,604,0
0,1,0.0,0.0,0.0,0.0,53,53,0,0,26,178,0
0,1,0.0,0.0,0.0,0.0,51,51,0,0,37,154,0
0,2,0.0,102.875,0.0,-14.59133,66,66,0,1,173,388,0
0,2,0.0,32.41667,0.0,-125.6891,141,141,0,1,171,2534,0
0,1,0.0,0.0,0.0,0.0,5,5,0,0,23,419,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,37,265,0
0,1,0.0,0.0,0.0,0.0,51,51,0,0,14,107,0
0,1,0.0,0.0,0.0,0.0,85,85,0,0,25,111,0
0,1,0.0,0.0,0.0,0.0,37,37,0,0,6,40,0
0,1,0.0,0.0,0.0,0.0,48,48,0,0,177,1979,0
0,17,0.0,8.994792,0.0,-31.594479999999997,40,40,0,1,65,405,0
0,1,0.0,0.0,0.0,0.0,108,108,0,0,173,676,0
0,1,0.0,0.0,0.0,0.0,49,49,0,0,45,99,0
0,1,0.0,0.0,0.0,0.0,10,10,0,0,168,1768,0
0,1,0.0,0.0,0.0,0.0,52,52,0,0,63,490,0
1,5,0.0,14.854170000000002,0.0,-73.45097,85,85,0,1,158,1041,0
0,1,0.0,0.0,0.0,0.0,121,121,0,0,84,588,0
0,1,0.0,0.0,0.0,0.0,29,29,0,0,57,181,0
0,1,0.0,0.0,0.0,0.0,111,111,0,0,30,272,0
0,2,0.0,56.625,0.0,27.93862,0,0,0,1,28,94,0
0,1,0.0,0.0,0.0,0.0,69,69,0,0,157,1005,0
0,1,0.0,0.0,0.0,0.0,2,2,0,0,174,907,0
0,1,0.0,0.0,0.0,0.0,23,23,0,0,19,512,0
0,1,0.0,0.0,0.0,0.0,75,75,0,0,16,49,0
0,1,0.0,0.0,0.0,0.0,111,111,0,0,128,334,0
0,1,0.0,0.0,0.0,0.0,33,33,0,0,30,565,0
0,1,0.0,0.0,0.0,0.0,3,3,0,0,164,441,0
0,1,0.0,0.0,0.0,0.0,90,90,0,0,39,168,0
0,2,0.0,14.416670000000002,0.0,-7.824791,15,15,0,1,159,1513,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,3,365,0
0,1,0.0,0.0,0.0,0.0,148,148,0,0,42,131,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,39,429,0
0,2,0.0,13.875,0.0,-66.20812,73,73,0,1,176,3005,0
0,1,0.0,0.0,0.0,0.0,7,7,0,0,60,434,0
0,1,0.0,0.0,0.0,0.0,29,29,0,0,176,697,0
0,2,0.0,4.0833330000000005,0.0,-48.8206,50,50,0,1,48,156,0
0,1,0.0,0.0,0.0,0.0,178,178,0,0,174,2429,0
0,1,0.0,0.0,0.0,0.0,23,23,0,0,10,326,0
1,2,0.0,0.041666699999999994,0.0,-108.9502,108,108,0,1,26,137,0
0,1,0.0,0.0,0.0,0.0,21,21,0,0,10,69,0
0,1,0.0,0.0,0.0,0.0,48,48,0,0,51,141,0
0,1,0.0,0.0,0.0,0.0,56,56,0,0,35,112,0
0,1,0.0,0.0,0.0,0.0,58,58,0,0,164,501,0
1,75,6.0416669999999995,1.8902029999999999,-39.07585,0.6849875,1,1,1,1,65,405,0
0,1,0.0,0.0,0.0,0.0,14,14,0,0,6,11,0
1,3,0.0,25.39583,0.0,-39.38323,56,56,0,1,109,418,0
0,1,0.0,0.0,0.0,0.0,51,51,0,0,87,232,0
0,1,0.0,0.0,0.0,0.0,10,10,0,0,59,56,0
0,4,0.0,33.26389,0.0,-0.8049875,25,25,0,1,175,302,0
0,1,0.0,0.0,0.0,0.0,13,13,0,0,175,3501,0
0,1,0.0,0.0,0.0,0.0,41,41,0,0,73,270,0
0,4,0.0,20.68056,0.0,3.543542,11,11,0,1,36,79,0
0,1,0.0,0.0,0.0,0.0,132,132,0,0,84,366,0
0,1,0.0,0.0,0.0,0.0,47,47,0,0,165,604,0
0,1,0.0,0.0,0.0,0.0,102,102,0,0,39,68,0
1,1,0.0,0.0,0.0,0.0,67,67,0,0,167,849,0
0,3,0.0,51.60417,0.0,5.593519000000001,28,28,0,1,39,45,0
0,1,0.0,0.0,0.0,0.0,12,12,0,0,27,108,0
1,1,0.0,0.0,0.0,0.0,60,60,0,0,16,30,0
0,1,0.0,0.0,0.0,0.0,29,29,0,0,-1,427,0
0,1,0.0,0.0,0.0,0.0,43,43,0,0,170,4701,0
0,2,0.0,2.333333,0.0,-10.34965,11,11,0,1,8,74,0
0,1,0.0,0.0,0.0,0.0,5,5,0,0,169,1898,0
0,1,0.0,0.0,0.0,0.0,103,103,0,0,61,129,0
0,2,0.0,2.041667,0.0,-29.03513,30,30,0,1,165,339,0
0,1,0.0,0.0,0.0,0.0,5,5,0,0,60,206,0
0,1,0.0,0.0,0.0,0.0,73,73,0,0,102,252,0
0,3,0.0,1.5625,0.0,-61.2212,62,62,0,1,193,337,0
0,1,0.0,0.0,0.0,0.0,162,162,0,0,173,3708,0
0,1,0.0,0.0,0.0,0.0,89,89,0,0,154,459,0
0,3,0.0,0.125,0.0,-19.02201,19,19,0,1,67,233,0
0,2,0.0,0.041666699999999994,0.0,-30.51567,30,30,0,1,174,231,0
0,2,0.0,33.41667,0.0,-58.63455,75,75,0,1,88,105,0
0,2,0.0,59.833330000000004,0.0,-8.077071,37,37,0,1,123,403,0
0,2,0.0,0.041666699999999994,0.0,-127.0705,127,127,0,1,28,115,0
0,1,0.0,0.0,0.0,0.0,21,21,0,0,3,24,0
0,1,0.0,0.0,0.0,0.0,172,172,0,0,182,1125,0
0,1,0.0,0.0,0.0,0.0,96,96,0,0,117,493,0
0,1,0.0,0.0,0.0,0.0,14,14,0,0,166,1473,0
0,1,0.0,0.0,0.0,0.0,22,22,0,0,43,288,0
0,1,0.0,0.0,0.0,0.0,27,27,0,0,26,68,0
0,1,0.0,0.0,0.0,0.0,75,75,0,0,33,90,0
0,4,0.0,5.222222,0.0,-15.9904,19,19,0,1,91,796,0
0,2,0.0,4.0,0.0,1.882421,0,0,0,1,17,54,0
0,1,0.0,0.0,0.0,0.0,14,14,0,0,45,58,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,39,95,0
0,1,0.0,0.0,0.0,0.0,12,12,0,0,84,352,0
0,1,0.0,0.0,0.0,0.0,46,46,0,0,50,195,0
0,5,0.0,4.03125,0.0,-32.4618,35,35,0,1,57,752,0
0,1,0.0,0.0,0.0,0.0,141,141,0,0,183,469,0
0,3,0.0,47.97917,0.0,-17.14181,49,49,0,1,160,1161,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,1,68,0
0,1,0.0,0.0,0.0,0.0,114,114,0,0,121,801,0
0,1,0.0,0.0,0.0,0.0,169,169,0,0,174,475,0
0,2,0.0,4.1666669999999995,0.0,-100.4819,102,102,0,1,50,162,1
0,1,0.0,0.0,0.0,0.0,147,147,0,0,168,2189,0
0,1,0.0,0.0,0.0,0.0,51,51,0,0,95,587,0
0,1,0.0,0.0,0.0,0.0,27,27,0,0,173,1184,0
